"N","p"
4807,1.02034598454892e-107
4808,5.50087644097494e-108
4809,2.96324965749679e-108
4810,1.59498457438199e-108
4811,8.57820838554875e-109
4812,4.60986838904347e-109
4813,2.47532517867655e-109
4814,1.3280907739086e-109
4815,7.11991807033071e-110
4816,3.8139407123447e-110
4817,2.04138327771853e-110
4818,1.09175907478265e-110
4819,5.83419148672245e-111
4820,3.1152013872641e-111
4821,1.66204632415769e-111
4822,8.8603655017872e-112
4823,4.71967002381338e-112
4824,2.5120199721853e-112
4825,1.33593695007333e-112
4826,7.09904985553673e-113
4827,3.76934464888766e-113
4828,1.99978265955874e-113
4829,1.06011027149421e-113
4830,5.61526878810514e-114
4831,2.97194855770716e-114
4832,1.57167673703413e-114
4833,8.30493675111752e-115
4834,4.38490883389149e-115
4835,2.31332105337341e-115
4836,1.21944529628926e-115
4837,6.42302738580777e-116
4838,3.3804010712106e-116
4839,1.77765574751972e-116
4840,9.34067009453893e-117
4841,4.90409996658476e-117
4842,2.57271377490101e-117
4843,1.34857303994473e-117
4844,7.06331030288789e-118
4845,3.6965184433951e-118
4846,1.932983802778e-118
4847,1.00998346965436e-118
4848,5.27291775189851e-119
4849,2.75066927433141e-119
4850,1.43375970389847e-119
4851,7.46732315509433e-120
4852,3.88601140716269e-120
4853,2.02066217508544e-120
4854,1.04986591389487e-120
4855,5.45035021689336e-121
4856,2.82725772376354e-121
4857,1.46540197528088e-121
4858,7.58924365354582e-122
4859,3.92726797762154e-122
4860,2.03063964166616e-122
4861,1.04912064619625e-122
4862,5.41586991074443e-123
4863,2.79358054334182e-123
4864,1.43980713019618e-123
4865,7.41476785412557e-124
4866,3.81540706084023e-124
4867,1.96170748050179e-124
4868,1.00780760654423e-124
4869,5.17333969827512e-125
4870,2.6534707713531e-125
4871,1.35990175045106e-125
4872,6.96386970117021e-126
4873,3.56322777864883e-126
4874,1.82173979470402e-126
4875,9.30633929251318e-127
4876,4.75030135321362e-127
4877,2.42277536813978e-127
4878,1.23468113331211e-127
4879,6.28703841696589e-128
4880,3.19879951784516e-128
4881,1.62621327067867e-128
4882,8.26071266792692e-129
4883,4.19282787600431e-129
4884,2.1264051695645e-129
4885,1.07754257260507e-129
4886,5.4559735252589e-130
4887,2.76032001444912e-130
4888,1.39539108287983e-130
4889,7.04825724178458e-131
4890,3.55726982351829e-131
4891,1.79391183232404e-131
4892,9.03929520458369e-132
4893,4.55110860441546e-132
4894,2.28954375663471e-132
4895,1.15087930469082e-132
4896,5.78042355337015e-133
4897,2.90093873443181e-133
4898,1.45467652420844e-133
4899,7.28858539360144e-134
4900,3.64895888667522e-134
4901,1.82533913888797e-134
4902,9.123616008999e-135
4903,4.55658244094112e-135
4904,2.27384172455969e-135
4905,1.13378305132167e-135
4906,5.64869835678888e-136
4907,2.81200096624766e-136
4908,1.3987212406023e-136
4909,6.95177106078385e-137
4910,3.45229821311674e-137
4911,1.71304850686383e-137
4912,8.49335930295088e-138
4913,4.20763225814391e-138
4914,2.08278509939759e-138
4915,1.03014775091794e-138
4916,5.09099780612088e-139
4917,2.51393821204e-139
4918,1.24037941646317e-139
4919,6.11508823200341e-140
4920,3.01230604833338e-140
4921,1.48266696985368e-140
4922,7.2918251755415e-141
4923,3.58324878615021e-141
4924,1.75940458801411e-141
4925,8.63182216329849e-142
4926,4.23143055701763e-142
4927,2.07262095420636e-142
4928,1.01437946124705e-142
4929,4.9605390067967e-143
4930,2.42384650110395e-143
4931,1.18339339894437e-143
4932,5.77299152575965e-144
4933,2.81397612727231e-144
4934,1.37052692335927e-144
4935,6.66963966141914e-145
4936,3.24313308139043e-145
4937,1.57570434187515e-145
4938,7.64948536665226e-146
4939,3.71054063644639e-146
4940,1.79841375810463e-146
4941,8.70942438668012e-147
4942,4.21440884614023e-147
4943,2.03765762577854e-147
4944,9.84403305255969e-148
4945,4.75184399787089e-148
4946,2.29191501552946e-148
4947,1.10454148481981e-148
4948,5.31878827359082e-149
4949,2.55911901632119e-149
4950,1.23031222142161e-149
4951,5.90999654528529e-150
4952,2.83665234392138e-150
4953,1.36041670643081e-150
4954,6.51905613881503e-151
4955,3.12136364280079e-151
4956,1.49331304095645e-151
4957,7.13845380683021e-152
4958,3.40960615508133e-152
4959,1.62723773880451e-152
4960,7.75969210644524e-153
4961,3.69729941922589e-153
4962,1.76023790424738e-153
4963,8.37345496879351e-154
4964,3.98001349917005e-154
4965,1.89021366240863e-154
4966,8.96981960158375e-155
4967,4.2530739953303e-155
4968,2.01496983439916e-155
4969,9.53850913968568e-156
4970,4.51168482928113e-156
4971,2.13227527171346e-156
4972,1.006917783112e-156
4973,4.75106460875061e-157
4974,2.23992773480573e-157
4975,1.05517182034738e-157
4976,4.9665913554635e-158
4977,2.33582175891298e-158
4978,1.09765777791015e-158
4979,5.15394959639939e-159
4980,2.41801663216436e-159
4981,1.13350716550486e-159
4982,5.30927334790138e-160
4983,2.484801446067e-160
4984,1.16196767575832e-160
4985,5.42927841149341e-161
4986,2.5347541861662e-161
4987,1.18242938950562e-161
4988,5.51137767584877e-162
4989,2.56679201880435e-162
4990,1.19444648827867e-162
4991,5.55377377927071e-163
4992,2.5802102931933e-163
4993,1.19775339548903e-163
4994,5.55552450099904e-164
4995,2.57470829809142e-164
4996,1.19227453056482e-164
4997,5.51657756031862e-165
4998,2.55040045879608e-165
4999,1.17812717591755e-165
5000,5.43777302933362e-166
5001,2.50781239256113e-166
5002,1.15561730510558e-166
5003,5.32081321074546e-167
5004,2.44786201170904e-167
5005,1.12522857932327e-167
5006,5.16820148884104e-168
5007,2.37182662326345e-168
5008,1.08760506492437e-168
5009,4.98315322192715e-169
5010,2.28129767238002e-169
5011,1.04352853465659e-169
5012,4.76948310698333e-170
5013,2.17812536949709e-170
5014,9.93891470008207e-171
5015,4.53147452719744e-171
5016,2.06435589155013e-171
5017,9.39667066229666e-172
5018,4.27373712713233e-172
5019,1.94216413039053e-172
5020,8.81877645309607e-173
5021,4.00105921184541e-173
5022,1.81378506405202e-173
5023,8.21562901630463e-174
5024,3.71826152718253e-174
5025,1.68144674935566e-174
5026,7.59749342527176e-175
5027,3.43005856864967e-175
5028,1.5473076909121e-175
5029,6.97422149554278e-176
5030,3.1409328309983e-176
5031,1.4134009563384e-176
5032,6.35500488766531e-177
5033,2.85502641571172e-177
5034,1.28158691353143e-177
5035,5.74817056111023e-178
5036,2.57605323892813e-178
5037,1.15351590172896e-178
5038,5.16102375541183e-179
5039,2.30723381507263e-179
5040,1.03060155461781e-179
5041,4.59974091612653e-180
5042,2.05125331858879e-180
5043,9.14004910570249e-181
5044,4.06931233025376e-181
5045,1.81024242789195e-181
5046,8.0462890779694e-182
5047,3.57353184466874e-182
5048,1.58577939993242e-182
5049,7.03122399961634e-183
5050,3.11502903546888e-183
5051,1.37891096212363e-183
5052,6.09892461737029e-184
5053,2.6953376605569e-184
5054,1.19018897377684e-184
5055,5.25123496192769e-185
5056,2.31499320554831e-185
5057,1.01971941532923e-185
5058,4.48801510285363e-186
5059,1.97365182738592e-186
5060,8.67220106227518e-187
5061,3.80741886488934e-187
5062,1.67022297839246e-187
5063,7.32083611399511e-188
5064,3.20619036435371e-188
5065,1.40300839455193e-188
5066,6.13442039708308e-189
5067,2.67996459943912e-189
5068,1.16984087368206e-189
5069,5.10230825358295e-190
5070,2.22355930479171e-190
5071,9.68217258267629e-191
5072,4.21249070569661e-191
5073,1.83124765084337e-191
5074,7.95421177404894e-192
5075,3.45214570430996e-192
5076,1.49700392852898e-192
5077,6.48632300418767e-193
5078,2.80812197275179e-193
5079,1.21471692577547e-193
5080,5.25020029723573e-194
5081,2.26734856484806e-194
5082,9.78368118448083e-195
5083,4.21820645764125e-195
5084,1.81716709981936e-195
5085,7.82173946215544e-196
5086,3.36397863045402e-196
5087,1.44558777662065e-196
5088,6.20693242505321e-197
5089,2.66287531885263e-197
5090,1.14147358801712e-197
5091,4.88902294396294e-198
5092,2.0922781114161e-198
5093,8.94659607235509e-199
5094,3.82241013791909e-199
5095,1.63176543204302e-199
5096,6.96015829634898e-200
5097,2.96634324485607e-200
5098,1.26317796456199e-200
5099,5.37462891583283e-201
5100,2.28493150983983e-201
5101,9.7059623411133e-202
5102,4.11950167195948e-202
5103,1.7469938851192e-202
5104,7.40250415082637e-203
5105,3.13405389844414e-203
5106,1.32579001115199e-203
5107,5.60381071795577e-204
5108,2.36664195385837e-204
5109,9.98669991885114e-205
5110,4.21067512357398e-205
5111,1.77386969666652e-205
5112,7.46675486673832e-206
5113,3.14038015740111e-206
5114,1.31969223161885e-206
5115,5.54119142410626e-207
5116,2.32473608514829e-207
5117,9.74505115877017e-208
5118,4.08163819688061e-208
5119,1.7081450857462e-208
5120,7.14257528906052e-209
5121,2.9841776348628e-209
5122,1.24575959559331e-209
5123,5.19617164702399e-210
5124,2.16557070007202e-210
5125,9.01780473716884e-211
5126,3.75205177218914e-211
5127,1.55982653481163e-211
5128,6.47922742862619e-212
5129,2.68911599323007e-212
5130,1.11515488050985e-212
5131,4.6206187672468e-213
5132,1.91295314308621e-213
5133,7.91311951210427e-214
5134,3.27062134905763e-214
5135,1.35067826401834e-214
5136,5.57330239516164e-215
5137,2.297800441503e-215
5138,9.46566140630595e-216
5139,3.89608595280977e-216
5140,1.60230412966333e-216
5141,6.58415709495729e-217
5142,2.70329958523146e-217
5143,1.10898809314333e-217
5144,4.54567364003201e-218
5145,1.86169372520588e-218
5146,7.61827741371513e-219
5147,3.11489812514158e-219
5148,1.27253395215617e-219
5149,5.19437533047723e-220
5150,2.11853500583406e-220
5151,8.6332890315127e-221
5152,3.51524166128785e-221
5153,1.43011944862543e-221
5154,5.81336524016357e-222
5155,2.36113613269847e-222
5156,9.5819194682457e-223
5157,3.88527735942138e-223
5158,1.57408981954701e-223
5159,6.37198749693083e-224
5160,2.5772597541452e-224
5161,1.04154800451199e-224
5162,4.20569876187535e-225
5163,1.69681602132623e-225
5164,6.84020348735088e-226
5165,2.75512247064488e-226
5166,1.10879272452475e-226
5167,4.45858804810039e-227
5168,1.79135556886067e-227
5169,7.19123811310684e-228
5170,2.88444930126203e-228
5171,1.15600435439813e-228
5172,4.62906520807255e-229
5173,1.85209963046282e-229
5174,7.40410482478168e-230
5175,2.95745325282832e-230
5176,1.18032140751176e-230
5177,4.70673442134242e-231
5178,1.87532294395426e-231
5179,7.46567968818307e-232
5180,2.96961056536007e-232
5181,1.18022947544975e-232
5182,4.68673256461648e-233
5183,1.85956171236022e-233
5184,7.3720398637952e-234
5185,2.92012443858864e-234
5186,1.15571725132388e-234
5187,4.57023292405359e-235
5188,1.8057662145396e-235
5189,7.12887681020717e-236
5190,2.81201118143568e-236
5191,1.1082794260412e-236
5192,4.36433161083216e-237
5193,1.71720602343321e-237
5194,6.75092375980984e-238
5195,2.65179587268308e-238
5196,1.04076579794106e-238
5197,4.08133191895999e-239
5198,1.59914096864629e-239
5199,6.26047753445671e-240
5200,2.44886023184159e-240
5201,9.57097779465704e-241
5202,3.73752700357024e-241
5203,1.45830390058046e-241
5204,5.68522099146532e-242
5205,2.21453335966022e-242
5206,8.6189152941545e-243
5207,3.35164841360733e-243
5208,1.30226599862796e-243
5209,5.05564183605027e-244
5210,1.96104786719848e-244
5211,7.60038049635416e-245
5212,2.94318571460517e-245
5213,1.13876769246369e-245
5214,4.40238168702414e-246
5215,1.70049469296033e-246
5216,6.56293113179609e-247
5217,2.53078550337026e-247
5218,9.75096731392081e-248
5219,3.753832422151e-248
5220,1.44389903311727e-248
5221,5.54923964823453e-249
5222,2.13090845304821e-249
5223,8.17580842564615e-250
5224,3.13423221257367e-250
5225,1.20051095627302e-250
5226,4.59447112905265e-251
5227,1.75686872752164e-251
5228,6.71239384482461e-252
5229,2.56241711718691e-252
5230,9.77364244732387e-253
5231,3.72475092617709e-253
5232,1.41831318980695e-253
5233,5.39611388856037e-254
5234,2.05127590487138e-254
5235,7.79113987798275e-255
5236,2.95673104306281e-255
5237,1.12113131285637e-255
5238,4.24751509469226e-256
5239,1.60785585535295e-256
5240,6.08125156498614e-257
5241,2.29811866136584e-257
5242,8.67731765896264e-258
5243,3.27364856808575e-258
5244,1.23399122352399e-258
5245,4.64756516471564e-259
5246,1.74892928874591e-259
5247,6.57585615153127e-260
5248,2.47039041126651e-260
5249,9.27282494463488e-261
5250,3.47769629899505e-261
5251,1.30317972160296e-261
5252,4.87921534438034e-262
5253,1.8252763028517e-262
5254,6.82244660772194e-263
5255,2.54791256457069e-263
5256,9.50739820378784e-264
5257,3.54463548144061e-264
5258,1.32042626141479e-264
5259,4.91461324086377e-265
5260,1.82766713957224e-265
5261,6.79105688522169e-266
5262,2.52121617319523e-266
5263,9.35223035036233e-267
5264,3.46619222832522e-267
5265,1.28357832477401e-267
5266,4.74924233197866e-268
5267,1.7557329262408e-268
5268,6.48521963120982e-269
5269,2.39344238712872e-269
5270,8.82578339707342e-270
5271,3.25173759380271e-270
5272,1.19704258985329e-270
5273,4.40286672258883e-271
5274,1.61805487040291e-271
5275,5.94131614610529e-272
5276,2.17973518286825e-272
5277,7.99017705077065e-273
5278,2.92644664698852e-273
5279,1.07091820301952e-273
5280,3.91564593480437e-274
5281,1.43048034575553e-274
5282,5.2214567424737e-275
5283,1.90428841172346e-275
5284,6.93912894491594e-276
5285,2.52643614452589e-276
5286,9.19057685535924e-277
5287,3.34047507214038e-277
5288,1.2131225064123e-277
5289,4.40181704016316e-278
5290,1.59584298450216e-278
5291,5.78068249014687e-279
5292,2.09217881655677e-279
5293,7.5657006537719e-280
5294,2.73356948348124e-280
5295,9.86828384408947e-281
5296,3.5594560983057e-281
5297,1.28279152772431e-281
5298,4.61911633471347e-282
5299,1.66185081326067e-282
5300,5.97386528750486e-283
5301,2.14560125276458e-283
5302,7.69968117293667e-284
5303,2.7607466288384e-284
5304,9.89032081848416e-285
5305,3.54017042304088e-285
5306,1.2660995700491e-285
5307,4.52419583539929e-286
5308,1.61526845907072e-286
5309,5.76205969401635e-287
5310,2.05371633343626e-287
5311,7.31362628540871e-288
5312,2.60228355044623e-288
5313,9.25136790534216e-289
5314,3.28614491950864e-289
5315,1.16626390791087e-289
5316,4.13557845019347e-290
5317,1.46522707525344e-290
5318,5.18683927027655e-291
5319,1.83455091159388e-291
5320,6.48314611542703e-292
5321,2.28913208839887e-292
5322,8.07578667882408e-293
5323,2.84660825969689e-293
5324,1.00253465122721e-293
5325,3.52776656131837e-294
5326,1.24030640213105e-294
5327,4.35699207142276e-295
5328,1.52923113300283e-295
5329,5.36275564480873e-296
5330,1.8790197348795e-296
5331,6.5781393322627e-297
5332,2.30092852135284e-297
5333,8.04139616113233e-298
5334,2.80794113485088e-298
5335,9.79653937816129e-299
5336,3.41495877278471e-299
5337,1.18939543418449e-299
5338,4.13899624923644e-300
5339,1.43910241100699e-300
5340,4.99938069703561e-301
5341,1.73527574216679e-301
5342,6.01794894419056e-302
5343,2.08524052525922e-302
5344,7.21923878091916e-303
5345,2.49720494877298e-303
5346,8.63066848682386e-304
5347,2.98031445520611e-304
5348,1.02826981348547e-304
5349,3.54469901699212e-305
5350,1.22089653573779e-305
5351,4.20151108641496e-306
5352,1.44463874825775e-306
5353,4.96295154785532e-307
5354,1.70352212637409e-307
5355,5.84228080313786e-308
5356,2.00190708707764e-308
5357,6.85381197192827e-309
5358,2.34448344365611e-309
5359,8.01288310329301e-310
5360,2.73625792961034e-310
5361,9.33580528620701e-311
5362,3.18253361697646e-311
5363,1.08397836302584e-311
5364,3.6888802966999e-312
5365,1.25428082763262e-312
5366,4.26109496642076e-313
5367,1.44635129024735e-313
5368,4.90515168668896e-314
5369,1.66209986105846e-314
5370,5.6271402239318e-315
5371,1.90346216855129e-315
5372,6.43319320177237e-316
5373,2.17237438227729e-316
5374,7.32940061565222e-317
5375,2.47074423248003e-317
5376,8.32170577391078e-318
5377,2.80042336850569e-318
5378,9.41575485874872e-319
5379,3.16315648436941e-319
5380,1.06159885321909e-319
5381,3.56023704393202e-320
5382,1.19267446906077e-320
5383,3.98710976193886e-321
5384,1.32903658731295e-321
5385,4.34777768340297e-322
5386,1.48219693752374e-322
5387,4.44659081257122e-323
5388,1.48219693752374e-323
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,0
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,0
5842,0
5843,0
5844,0
5845,0
5846,0
5847,0
5848,0
5849,0
5850,0
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5922,0
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,0
5940,0
5941,0
5942,0
5943,0
5944,0
5945,0
5946,0
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,0
6079,0
6080,0
6081,0
6082,0
6083,0
6084,0
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,0
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,0
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,0
6223,0
6224,0
6225,0
6226,0
6227,0
6228,0
6229,0
6230,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6256,0
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,0
6519,0
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,0
6535,0
6536,0
6537,0
6538,0
6539,0
6540,0
6541,0
6542,0
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
